year,id,problem,solution,answer_type,source,type,original_problem,original_solution,variation
2021,A2,Consider a function $e(s)$ defined for all positive real numbers $s$ as follows: \[ e(s) = \lim_{z \to 0} \left((s+1)^{z+1} - s^{z+1}\right)^{{1}/{z}}. \] Determine the value of $\lim_{s \to \infty} \frac{e(s)}{s}$.,"By l'H\^opital's Rule, we have \begin{align*} &\lim_{z\to 0} \frac{\log((s+1)^{z+1}-s^{z+1})}{z} \\ &\quad = \lim_{z\to 0} \frac{d}{dr} \log((x+1)^{r+1}-x^{r+1}) \\ &\quad = \lim_{r\to 0} \frac{(x+1)^{r+1}\log(x+1)-x^{r+1}\log x}{(x+1)^{r+1}-x^{r+1}} \\ &\quad = (x+1)\log(x+1)-x\log x, \end{align*} where $\log$ denotes natural logarithm. It follows that $g(x) = e^{(x+1)\log(x+1)-x\log x} = \frac{(x+1)^{x+1}}{x^x}$. Thus \[ \lim_{x\to\infty} \frac{g(x)}{s} = \left(\lim_{x\to\infty}\frac{x+1}{s}\right) \cdot \left(\lim_{x\to\infty} \left(1+\frac{1}{s}\right)^x\right) = 1\cdot e = e. \]  The limit is $\boxed{e}$.",numerical,,variable,,,3
2021,A2,Consider a function $t(y)$ defined for all positive real numbers $y$ as follows: \[ t(y) = \lim_{q \to 0} \left((y+1)^{q+1} - y^{q+1}\right)^{{1}/{q}}. \] Determine the value of $\lim_{y \to \infty} \frac{t(y)}{y}$.,"By l'H\^opital's Rule, we have \begin{align*} &\lim_{q\to 0} \frac{\log((y+1)^{q+1}-y^{q+1})}{q} \\ &\quad = \lim_{q\to 0} \frac{d}{dr} \log((x+1)^{r+1}-x^{r+1}) \\ &\quad = \lim_{r\to 0} \frac{(x+1)^{r+1}\log(x+1)-x^{r+1}\log x}{(x+1)^{r+1}-x^{r+1}} \\ &\quad = (x+1)\log(x+1)-x\log x, \end{align*} where $\log$ denotes natural logarithm. It follows that $g(x) = e^{(x+1)\log(x+1)-x\log x} = \frac{(x+1)^{x+1}}{x^x}$. Thus \[ \lim_{x\to\infty} \frac{g(x)}{y} = \left(\lim_{x\to\infty}\frac{x+1}{y}\right) \cdot \left(\lim_{x\to\infty} \left(1+\frac{1}{y}\right)^x\right) = 1\cdot e = e. \]  The limit is $\boxed{e}$.",numerical,,variable,,,4
2021,A2,Consider a function $i(o)$ defined for all positive real numbers $o$ as follows: \[ i(o) = \lim_{s \to 0} \left((o+1)^{s+1} - o^{s+1}\right)^{{1}/{s}}. \] Determine the value of $\lim_{o \to \infty} \frac{i(o)}{o}$.,"By l'H\^opital's Rule, we have \begin{align*} &\lim_{s\to 0} \frac{\log((o+1)^{s+1}-o^{s+1})}{s} \\ &\quad = \lim_{s\to 0} \frac{d}{dr} \log((x+1)^{r+1}-x^{r+1}) \\ &\quad = \lim_{r\to 0} \frac{(x+1)^{r+1}\log(x+1)-x^{r+1}\log x}{(x+1)^{r+1}-x^{r+1}} \\ &\quad = (x+1)\log(x+1)-x\log x, \end{align*} where $\log$ denotes natural logarithm. It follows that $g(x) = e^{(x+1)\log(x+1)-x\log x} = \frac{(x+1)^{x+1}}{x^x}$. Thus \[ \lim_{x\to\infty} \frac{g(x)}{o} = \left(\lim_{x\to\infty}\frac{x+1}{o}\right) \cdot \left(\lim_{x\to\infty} \left(1+\frac{1}{o}\right)^x\right) = 1\cdot e = e. \]  The limit is $\boxed{e}$.",numerical,,variable,,,5
2021,A3,Find the least positive integer $Y$ such that a regular tetrahedron with vertices having integer coordinates can be inscribed within the sphere defined by the equation \[ r^2 + h^2 + b^2 = Y. \],"In one direction, for $Y = 3m^2$, the points \[ (m,m,m), (m,-m,-m), (-m,m,-m), (-m,-m,m) \] form the vertices of a regular tetrahedron inscribed in the sphere $r^2 + h^2 + b^2 = Y$.  Conversely, suppose that $P_i = (r_i, h_i, b_i)$ for $i=1,\dots,4$ are the vertices of an inscribed regular  tetrahedron. Then the center of this tetrahedron must equal the center of the sphere, namely $(0,0,0)$. Consequently, these four vertices together with $Q_i = (-r_i, -h_i, -b_i)$ for $i=1,\dots,4$ form the vertices of an inscribed cube in the sphere. The side length of this cube is $(Y/3)^{1/2}$, so its volume is $(Y/3)^{3/2}$; on the other hand, this volume also equals the determinant of the matrix with row vectors $Q_2-Q_1, Q_3-Q_1, Q_4-Q_1$, which is an integer. Hence $(Y/3)^3$ is a perfect square, as then is $Y/3$. The integers $Y$ with this property are those of the form $3m^2$ for some positive integer $m$, making the smallest value $\boxed{3}$.",numerical,,variable,,,1
2021,A3,Find the least positive integer $Q$ such that a regular tetrahedron with vertices having integer coordinates can be inscribed within the sphere defined by the equation \[ s^2 + h^2 + g^2 = Q. \],"In one direction, for $Q = 3m^2$, the points \[ (m,m,m), (m,-m,-m), (-m,m,-m), (-m,-m,m) \] form the vertices of a regular tetrahedron inscribed in the sphere $s^2 + h^2 + g^2 = Q$.  Conversely, suppose that $P_i = (s_i, h_i, g_i)$ for $i=1,\dots,4$ are the vertices of an inscribed regular  tetrahedron. Then the center of this tetrahedron must equal the center of the sphere, namely $(0,0,0)$. Consequently, these four vertices together with $Q_i = (-s_i, -h_i, -g_i)$ for $i=1,\dots,4$ form the vertices of an inscribed cube in the sphere. The side length of this cube is $(Q/3)^{1/2}$, so its volume is $(Q/3)^{3/2}$; on the other hand, this volume also equals the determinant of the matrix with row vectors $Q_2-Q_1, Q_3-Q_1, Q_4-Q_1$, which is an integer. Hence $(Q/3)^3$ is a perfect square, as then is $Q/3$. The integers $Q$ with this property are those of the form $3m^2$ for some positive integer $m$, making the smallest value $\boxed{3}$.",numerical,,variable,,,2
2021,A3,Find the least positive integer $Q$ such that a regular tetrahedron with vertices having integer coordinates can be inscribed within the sphere defined by the equation \[ d^2 + q^2 + p^2 = Q. \],"In one direction, for $Q = 3m^2$, the points \[ (m,m,m), (m,-m,-m), (-m,m,-m), (-m,-m,m) \] form the vertices of a regular tetrahedron inscribed in the sphere $d^2 + q^2 + p^2 = Q$.  Conversely, suppose that $P_i = (d_i, q_i, p_i)$ for $i=1,\dots,4$ are the vertices of an inscribed regular  tetrahedron. Then the center of this tetrahedron must equal the center of the sphere, namely $(0,0,0)$. Consequently, these four vertices together with $Q_i = (-d_i, -q_i, -p_i)$ for $i=1,\dots,4$ form the vertices of an inscribed cube in the sphere. The side length of this cube is $(Q/3)^{1/2}$, so its volume is $(Q/3)^{3/2}$; on the other hand, this volume also equals the determinant of the matrix with row vectors $Q_2-Q_1, Q_3-Q_1, Q_4-Q_1$, which is an integer. Hence $(Q/3)^3$ is a perfect square, as then is $Q/3$. The integers $Q$ with this property are those of the form $3m^2$ for some positive integer $m$, making the smallest value $\boxed{3}$.",numerical,,variable,,,3
2021,A3,Find the least positive integer $U$ such that a regular tetrahedron with vertices having integer coordinates can be inscribed within the sphere defined by the equation \[ n^2 + t^2 + s^2 = U. \],"In one direction, for $U = 3m^2$, the points \[ (m,m,m), (m,-m,-m), (-m,m,-m), (-m,-m,m) \] form the vertices of a regular tetrahedron inscribed in the sphere $n^2 + t^2 + s^2 = U$.  Conversely, suppose that $P_i = (n_i, t_i, s_i)$ for $i=1,\dots,4$ are the vertices of an inscribed regular  tetrahedron. Then the center of this tetrahedron must equal the center of the sphere, namely $(0,0,0)$. Consequently, these four vertices together with $Q_i = (-n_i, -t_i, -s_i)$ for $i=1,\dots,4$ form the vertices of an inscribed cube in the sphere. The side length of this cube is $(U/3)^{1/2}$, so its volume is $(U/3)^{3/2}$; on the other hand, this volume also equals the determinant of the matrix with row vectors $Q_2-Q_1, Q_3-Q_1, Q_4-Q_1$, which is an integer. Hence $(U/3)^3$ is a perfect square, as then is $U/3$. The integers $U$ with this property are those of the form $3m^2$ for some positive integer $m$, making the smallest value $\boxed{3}$.",numerical,,variable,,,4
2021,A3,Find the least positive integer $D$ such that a regular tetrahedron with vertices having integer coordinates can be inscribed within the sphere defined by the equation \[ d^2 + p^2 + t^2 = D. \],"In one direction, for $D = 3m^2$, the points \[ (m,m,m), (m,-m,-m), (-m,m,-m), (-m,-m,m) \] form the vertices of a regular tetrahedron inscribed in the sphere $d^2 + p^2 + t^2 = D$.  Conversely, suppose that $P_i = (d_i, p_i, t_i)$ for $i=1,\dots,4$ are the vertices of an inscribed regular  tetrahedron. Then the center of this tetrahedron must equal the center of the sphere, namely $(0,0,0)$. Consequently, these four vertices together with $Q_i = (-d_i, -p_i, -t_i)$ for $i=1,\dots,4$ form the vertices of an inscribed cube in the sphere. The side length of this cube is $(D/3)^{1/2}$, so its volume is $(D/3)^{3/2}$; on the other hand, this volume also equals the determinant of the matrix with row vectors $Q_2-Q_1, Q_3-Q_1, Q_4-Q_1$, which is an integer. Hence $(D/3)^3$ is a perfect square, as then is $D/3$. The integers $D$ with this property are those of the form $3m^2$ for some positive integer $m$, making the smallest value $\boxed{3}$.",numerical,,variable,,,5
2021,A5,Consider the set $X$ containing all integers $i$ between 1 and 2021 (inclusive) that are coprime to 2021. Define a function $D(y)$ for non-negative integers $y$ as follows: \[ D(y) = \sum_{i \in X} i^y. \] What is the largest value of $y$ below 2021 for which $D(y)$ is divisible by 2021?,"We first check that for $p$ prime, \[ \sum_{i=1}^{p-1} i^y \equiv 0 \pmod{p} \Leftrightarrow j \not\equiv 0 \pmod{p-1}. \] If $y \equiv 0 \pmod{p-1}$, then $i^y \equiv 1 \pmod{p}$ for each $i$, so $\sum_{i=1}^{p-1} i^y \equiv p-1 \pmod{p}$. If $y \not\equiv 0 \pmod{p-1}$, we can pick a primitive root $m$ modulo $p$, observe that $m^y \not\equiv 1 \pmod{p}$, and then note that \[ \sum_{i=1}^{p-1} i^y \equiv \sum_{i=1}^{p-1} (mi)^y = m^y \sum_{i=1}^{p-1} i^y \pmod{p}, \] which is only possible if $\sum_{i=1}^{p-1} i^y \equiv 0 \pmod{p}$.  We now note that the prime factorization of 2021 is $43 \times 47$, so it suffices to determine when $D(y)$ is divisible by each of 43 and 47. We have \begin{align*} D(y) &\equiv 46 \sum_{i=1}^{42} i^y \pmod{43} \\ D(y) &\equiv 42 \sum_{i=1}^{46} i^y \pmod{47}. \end{align*} Since 46 and 42 are coprime to 43 and 47, respectively,  we have  \begin{gather*} D(y) \equiv 0 \pmod{43} \Leftrightarrow y \not\equiv 0 \pmod{42} \\ D(y) \equiv 0 \pmod{47} \Leftrightarrow y \not\equiv 0 \pmod{46}. \end{gather*} This yields the claimed result. The values of $y$ in question are those not divisible by either $42$ or $46$, making the maximum value less than 2021, \boxed{2020}.",numerical,,variable,,,1
2021,A5,Consider the set $F$ containing all integers $e$ between 1 and 2021 (inclusive) that are coprime to 2021. Define a function $G(g)$ for non-negative integers $g$ as follows: \[ G(g) = \sum_{e \in F} e^g. \] What is the largest value of $g$ below 2021 for which $G(g)$ is divisible by 2021?,"We first check that for $p$ prime, \[ \sum_{e=1}^{p-1} e^g \equiv 0 \pmod{p} \Leftrightarrow j \not\equiv 0 \pmod{p-1}. \] If $g \equiv 0 \pmod{p-1}$, then $e^g \equiv 1 \pmod{p}$ for each $e$, so $\sum_{e=1}^{p-1} e^g \equiv p-1 \pmod{p}$. If $g \not\equiv 0 \pmod{p-1}$, we can pick a primitive root $m$ modulo $p$, observe that $m^g \not\equiv 1 \pmod{p}$, and then note that \[ \sum_{e=1}^{p-1} e^g \equiv \sum_{e=1}^{p-1} (me)^g = m^g \sum_{e=1}^{p-1} e^g \pmod{p}, \] which is only possible if $\sum_{e=1}^{p-1} e^g \equiv 0 \pmod{p}$.  We now note that the prime factorization of 2021 is $43 \times 47$, so it suffices to determine when $G(g)$ is divisible by each of 43 and 47. We have \begin{align*} G(g) &\equiv 46 \sum_{e=1}^{42} e^g \pmod{43} \\ G(g) &\equiv 42 \sum_{e=1}^{46} e^g \pmod{47}. \end{align*} Since 46 and 42 are coprime to 43 and 47, respectively,  we have  \begin{gather*} G(g) \equiv 0 \pmod{43} \Leftrightarrow g \not\equiv 0 \pmod{42} \\ G(g) \equiv 0 \pmod{47} \Leftrightarrow g \not\equiv 0 \pmod{46}. \end{gather*} This yields the claimed result. The values of $g$ in question are those not divisible by either $42$ or $46$, making the maximum value less than 2021, \boxed{2020}.",numerical,,variable,,,2
2021,A5,Consider the set $V$ containing all integers $e$ between 1 and 2021 (inclusive) that are coprime to 2021. Define a function $E(z)$ for non-negative integers $z$ as follows: \[ E(z) = \sum_{e \in V} e^z. \] What is the largest value of $z$ below 2021 for which $E(z)$ is divisible by 2021?,"We first check that for $p$ prime, \[ \sum_{e=1}^{p-1} e^z \equiv 0 \pmod{p} \Leftrightarrow j \not\equiv 0 \pmod{p-1}. \] If $z \equiv 0 \pmod{p-1}$, then $e^z \equiv 1 \pmod{p}$ for each $e$, so $\sum_{e=1}^{p-1} e^z \equiv p-1 \pmod{p}$. If $z \not\equiv 0 \pmod{p-1}$, we can pick a primitive root $m$ modulo $p$, observe that $m^z \not\equiv 1 \pmod{p}$, and then note that \[ \sum_{e=1}^{p-1} e^z \equiv \sum_{e=1}^{p-1} (me)^z = m^z \sum_{e=1}^{p-1} e^z \pmod{p}, \] which is only possible if $\sum_{e=1}^{p-1} e^z \equiv 0 \pmod{p}$.  We now note that the prime factorization of 2021 is $43 \times 47$, so it suffices to determine when $E(z)$ is divisible by each of 43 and 47. We have \begin{align*} E(z) &\equiv 46 \sum_{e=1}^{42} e^z \pmod{43} \\ E(z) &\equiv 42 \sum_{e=1}^{46} e^z \pmod{47}. \end{align*} Since 46 and 42 are coprime to 43 and 47, respectively,  we have  \begin{gather*} E(z) \equiv 0 \pmod{43} \Leftrightarrow z \not\equiv 0 \pmod{42} \\ E(z) \equiv 0 \pmod{47} \Leftrightarrow z \not\equiv 0 \pmod{46}. \end{gather*} This yields the claimed result. The values of $z$ in question are those not divisible by either $42$ or $46$, making the maximum value less than 2021, \boxed{2020}.",numerical,,variable,,,3
2021,A5,Consider the set $D$ containing all integers $v$ between 1 and 2021 (inclusive) that are coprime to 2021. Define a function $C(h)$ for non-negative integers $h$ as follows: \[ C(h) = \sum_{v \in D} v^h. \] What is the largest value of $h$ below 2021 for which $C(h)$ is divisible by 2021?,"We first check that for $p$ prime, \[ \sum_{v=1}^{p-1} v^h \equiv 0 \pmod{p} \Leftrightarrow j \not\equiv 0 \pmod{p-1}. \] If $h \equiv 0 \pmod{p-1}$, then $v^h \equiv 1 \pmod{p}$ for each $v$, so $\sum_{v=1}^{p-1} v^h \equiv p-1 \pmod{p}$. If $h \not\equiv 0 \pmod{p-1}$, we can pick a primitive root $m$ modulo $p$, observe that $m^h \not\equiv 1 \pmod{p}$, and then note that \[ \sum_{v=1}^{p-1} v^h \equiv \sum_{v=1}^{p-1} (mv)^h = m^h \sum_{v=1}^{p-1} v^h \pmod{p}, \] which is only possible if $\sum_{v=1}^{p-1} v^h \equiv 0 \pmod{p}$.  We now note that the prime factorization of 2021 is $43 \times 47$, so it suffices to determine when $C(h)$ is divisible by each of 43 and 47. We have \begin{align*} C(h) &\equiv 46 \sum_{v=1}^{42} v^h \pmod{43} \\ C(h) &\equiv 42 \sum_{v=1}^{46} v^h \pmod{47}. \end{align*} Since 46 and 42 are coprime to 43 and 47, respectively,  we have  \begin{gather*} C(h) \equiv 0 \pmod{43} \Leftrightarrow h \not\equiv 0 \pmod{42} \\ C(h) \equiv 0 \pmod{47} \Leftrightarrow h \not\equiv 0 \pmod{46}. \end{gather*} This yields the claimed result. The values of $h$ in question are those not divisible by either $42$ or $46$, making the maximum value less than 2021, \boxed{2020}.",numerical,,variable,,,4
2021,A5,Consider the set $A$ containing all integers $h$ between 1 and 2021 (inclusive) that are coprime to 2021. Define a function $S(v)$ for non-negative integers $v$ as follows: \[ S(v) = \sum_{h \in A} h^v. \] What is the largest value of $v$ below 2021 for which $S(v)$ is divisible by 2021?,"We first check that for $p$ prime, \[ \sum_{h=1}^{p-1} h^v \equiv 0 \pmod{p} \Leftrightarrow j \not\equiv 0 \pmod{p-1}. \] If $v \equiv 0 \pmod{p-1}$, then $h^v \equiv 1 \pmod{p}$ for each $h$, so $\sum_{h=1}^{p-1} h^v \equiv p-1 \pmod{p}$. If $v \not\equiv 0 \pmod{p-1}$, we can pick a primitive root $m$ modulo $p$, observe that $m^v \not\equiv 1 \pmod{p}$, and then note that \[ \sum_{h=1}^{p-1} h^v \equiv \sum_{h=1}^{p-1} (mh)^v = m^v \sum_{h=1}^{p-1} h^v \pmod{p}, \] which is only possible if $\sum_{h=1}^{p-1} h^v \equiv 0 \pmod{p}$.  We now note that the prime factorization of 2021 is $43 \times 47$, so it suffices to determine when $S(v)$ is divisible by each of 43 and 47. We have \begin{align*} S(v) &\equiv 46 \sum_{h=1}^{42} h^v \pmod{43} \\ S(v) &\equiv 42 \sum_{h=1}^{46} h^v \pmod{47}. \end{align*} Since 46 and 42 are coprime to 43 and 47, respectively,  we have  \begin{gather*} S(v) \equiv 0 \pmod{43} \Leftrightarrow v \not\equiv 0 \pmod{42} \\ S(v) \equiv 0 \pmod{47} \Leftrightarrow v \not\equiv 0 \pmod{46}. \end{gather*} This yields the claimed result. The values of $v$ in question are those not divisible by either $42$ or $46$, making the maximum value less than 2021, \boxed{2020}.",numerical,,variable,,,5
2021,B6,"Imagine a sequence of $3N$ real numbers. We can \emph{prune} this sequence to $N$ numbers using the following method: Partition the sequence into $N$ triplets, and for each triplet, retain only the middle value when ordered. Now, consider this process: Begin with $3^{75456}$ numbers, each chosen randomly and independently from a uniform distribution on [0,1]. Apply the pruning process described above, which results in $3^{75455}$ numbers. Continue pruning until a single number, $G$, remains. If $\mu$ represents the expected value of $|G - \frac{1}{2}|$, what is the smallest possible value of \mu?","Let $f_k(x)$ be the probability distribution of $G_k$, the last number remaining when one repeatedly trims a list of $3^k$ random variables chosen with respect to the uniform distribution on $[0,1]$; note that $f_0(x) = 1$ for $x \in [0,1]$. Let $F_k(x)=\int_0^x f_k(t)\,dt$ be the cumulative distribution function; by symmetry, $F_k(\frac{1}{2}) = \frac{1}{2}$. Let $\mu_k$ be the expected value of $G_k - \frac{1}{2}$; then $\mu_0 = \frac{1}{4}$, so it will suffice to prove that $\mu_{k} \geq \frac{2}{3} \mu_{k-1}$ for $k > 0$.  By integration by parts and symmetry, we have \[ \mu_k = 2 \int_0^{1/2} \left( \frac{1}{2} - x \right) f_k(x)\,dx  = 2 \int_0^{1/2} F_k(x)\,dx; \] that is, $\mu_k$ computes twice the area under the curve $y = F_k(x)$ for $0 \leq x \leq\frac{1}{2}$. Since $F_k$ is a monotone function from $[0, \frac{1}{2}]$  with $F_k(0) = 0$ and $F_k(\frac{1}{2}) = \frac{1}{2}$, we may transpose the axes to obtain \begin{equation} \label{eq:2021B6 eq4} \mu_k = 2 \int_0^{1/2} \left( \frac{1}{2} - F_k^{-1}(y) \right)\,dy. \end{equation}  Since $f_k(x)$ is the probability distribution of the median of three random variables chosen with respect to the distribution $f_{k-1}(x)$, \begin{equation} \label{eq:2021B6 eq1} f_k(x) = 6 f_{k-1}(x) F_{k-1}(x) ( 1-F_{k-1}(x) ) \end{equation} or equivalently \begin{equation} \label{eq:2021B6 eq2} F_k(x) = 3 F_{k-1}(x)^2 - 2 F_{k-1}(x)^3. \end{equation} By induction, $F_k$ is the $k$-th iterate of $F_1(x) = 3x^2 -2x^3$, so \begin{equation} \label{eq:2021B6 eq5} F_k(x) = F_{k-1}(F_1(x)). \end{equation} Since $f_1(t) = 6t(1-t) \leq \frac{3}{2}$ for $t \in [0,\frac{1}{2}]$, \[ \frac{1}{2} - F_1(x) = \int_x^{1/2} 6t(1-t)\,dt \leq \frac{3}{2}\left(\frac{1}{2}-x\right); \] for $y \in [0, \frac{1}{2}]$, we may take $x = F_{k}^{-1}(y)$ to obtain \begin{equation} \label{eq:2021B6 eq3} \frac{1}{2} - F_k^{-1}(y) \geq \frac{2}{3} \left( \frac{1}{2} - F_{k-1}^{-1}(y) \right). \end{equation} Using \eqref{eq:2021B6 eq5} and \eqref{eq:2021B6 eq3}, we obtain \begin{align*} \mu_k &= 2 \int_0^{1/2} \left( \frac{1}{2} - F_k^{-1}(y) \right) \,dy \\ &\geq \frac{4}{3} \int_0^{1/2} \left( \frac{1}{2} - F_{k-1}^{-1}(y) \right) \,dy = \frac{2}{3}\mu_{k-1} \end{align*} as desired. The minimum value of \mu is \boxed{\frac{1}{4} \left( \frac{2}{3} \right)^{75456}}.",numerical,,constant,,,1
2021,B6,"Imagine a sequence of $3W$ real numbers. We can \emph{prune} this sequence to $W$ numbers using the following method: Partition the sequence into $W$ triplets, and for each triplet, retain only the middle value when ordered. Now, consider this process: Begin with $3^{772}$ numbers, each chosen randomly and independently from a uniform distribution on [0,1]. Apply the pruning process described above, which results in $3^{771}$ numbers. Continue pruning until a single number, $C$, remains. If $\mu$ represents the expected value of $|C - \frac{1}{2}|$, what is the smallest possible value of \mu?","Let $f_k(x)$ be the probability distribution of $C_k$, the last number remaining when one repeatedly trims a list of $3^k$ random variables chosen with respect to the uniform distribution on $[0,1]$; note that $f_0(x) = 1$ for $x \in [0,1]$. Let $F_k(x)=\int_0^x f_k(t)\,dt$ be the cumulative distribution function; by symmetry, $F_k(\frac{1}{2}) = \frac{1}{2}$. Let $\mu_k$ be the expected value of $C_k - \frac{1}{2}$; then $\mu_0 = \frac{1}{4}$, so it will suffice to prove that $\mu_{k} \geq \frac{2}{3} \mu_{k-1}$ for $k > 0$.  By integration by parts and symmetry, we have \[ \mu_k = 2 \int_0^{1/2} \left( \frac{1}{2} - x \right) f_k(x)\,dx  = 2 \int_0^{1/2} F_k(x)\,dx; \] that is, $\mu_k$ computes twice the area under the curve $y = F_k(x)$ for $0 \leq x \leq\frac{1}{2}$. Since $F_k$ is a monotone function from $[0, \frac{1}{2}]$  with $F_k(0) = 0$ and $F_k(\frac{1}{2}) = \frac{1}{2}$, we may transpose the axes to obtain \begin{equation} \label{eq:2021B6 eq4} \mu_k = 2 \int_0^{1/2} \left( \frac{1}{2} - F_k^{-1}(y) \right)\,dy. \end{equation}  Since $f_k(x)$ is the probability distribution of the median of three random variables chosen with respect to the distribution $f_{k-1}(x)$, \begin{equation} \label{eq:2021B6 eq1} f_k(x) = 6 f_{k-1}(x) F_{k-1}(x) ( 1-F_{k-1}(x) ) \end{equation} or equivalently \begin{equation} \label{eq:2021B6 eq2} F_k(x) = 3 F_{k-1}(x)^2 - 2 F_{k-1}(x)^3. \end{equation} By induction, $F_k$ is the $k$-th iterate of $F_1(x) = 3x^2 -2x^3$, so \begin{equation} \label{eq:2021B6 eq5} F_k(x) = F_{k-1}(F_1(x)). \end{equation} Since $f_1(t) = 6t(1-t) \leq \frac{3}{2}$ for $t \in [0,\frac{1}{2}]$, \[ \frac{1}{2} - F_1(x) = \int_x^{1/2} 6t(1-t)\,dt \leq \frac{3}{2}\left(\frac{1}{2}-x\right); \] for $y \in [0, \frac{1}{2}]$, we may take $x = F_{k}^{-1}(y)$ to obtain \begin{equation} \label{eq:2021B6 eq3} \frac{1}{2} - F_k^{-1}(y) \geq \frac{2}{3} \left( \frac{1}{2} - F_{k-1}^{-1}(y) \right). \end{equation} Using \eqref{eq:2021B6 eq5} and \eqref{eq:2021B6 eq3}, we obtain \begin{align*} \mu_k &= 2 \int_0^{1/2} \left( \frac{1}{2} - F_k^{-1}(y) \right) \,dy \\ &\geq \frac{4}{3} \int_0^{1/2} \left( \frac{1}{2} - F_{k-1}^{-1}(y) \right) \,dy = \frac{2}{3}\mu_{k-1} \end{align*} as desired. The minimum value of \mu is \boxed{\frac{1}{4} \left( \frac{2}{3} \right)^{772}}.",numerical,,constant,,,2
2021,B6,"Imagine a sequence of $3R$ real numbers. We can \emph{prune} this sequence to $R$ numbers using the following method: Partition the sequence into $R$ triplets, and for each triplet, retain only the middle value when ordered. Now, consider this process: Begin with $3^{98759}$ numbers, each chosen randomly and independently from a uniform distribution on [0,1]. Apply the pruning process described above, which results in $3^{98758}$ numbers. Continue pruning until a single number, $G$, remains. If $\mu$ represents the expected value of $|G - \frac{1}{2}|$, what is the smallest possible value of \mu?","Let $f_k(x)$ be the probability distribution of $G_k$, the last number remaining when one repeatedly trims a list of $3^k$ random variables chosen with respect to the uniform distribution on $[0,1]$; note that $f_0(x) = 1$ for $x \in [0,1]$. Let $F_k(x)=\int_0^x f_k(t)\,dt$ be the cumulative distribution function; by symmetry, $F_k(\frac{1}{2}) = \frac{1}{2}$. Let $\mu_k$ be the expected value of $G_k - \frac{1}{2}$; then $\mu_0 = \frac{1}{4}$, so it will suffice to prove that $\mu_{k} \geq \frac{2}{3} \mu_{k-1}$ for $k > 0$.  By integration by parts and symmetry, we have \[ \mu_k = 2 \int_0^{1/2} \left( \frac{1}{2} - x \right) f_k(x)\,dx  = 2 \int_0^{1/2} F_k(x)\,dx; \] that is, $\mu_k$ computes twice the area under the curve $y = F_k(x)$ for $0 \leq x \leq\frac{1}{2}$. Since $F_k$ is a monotone function from $[0, \frac{1}{2}]$  with $F_k(0) = 0$ and $F_k(\frac{1}{2}) = \frac{1}{2}$, we may transpose the axes to obtain \begin{equation} \label{eq:2021B6 eq4} \mu_k = 2 \int_0^{1/2} \left( \frac{1}{2} - F_k^{-1}(y) \right)\,dy. \end{equation}  Since $f_k(x)$ is the probability distribution of the median of three random variables chosen with respect to the distribution $f_{k-1}(x)$, \begin{equation} \label{eq:2021B6 eq1} f_k(x) = 6 f_{k-1}(x) F_{k-1}(x) ( 1-F_{k-1}(x) ) \end{equation} or equivalently \begin{equation} \label{eq:2021B6 eq2} F_k(x) = 3 F_{k-1}(x)^2 - 2 F_{k-1}(x)^3. \end{equation} By induction, $F_k$ is the $k$-th iterate of $F_1(x) = 3x^2 -2x^3$, so \begin{equation} \label{eq:2021B6 eq5} F_k(x) = F_{k-1}(F_1(x)). \end{equation} Since $f_1(t) = 6t(1-t) \leq \frac{3}{2}$ for $t \in [0,\frac{1}{2}]$, \[ \frac{1}{2} - F_1(x) = \int_x^{1/2} 6t(1-t)\,dt \leq \frac{3}{2}\left(\frac{1}{2}-x\right); \] for $y \in [0, \frac{1}{2}]$, we may take $x = F_{k}^{-1}(y)$ to obtain \begin{equation} \label{eq:2021B6 eq3} \frac{1}{2} - F_k^{-1}(y) \geq \frac{2}{3} \left( \frac{1}{2} - F_{k-1}^{-1}(y) \right). \end{equation} Using \eqref{eq:2021B6 eq5} and \eqref{eq:2021B6 eq3}, we obtain \begin{align*} \mu_k &= 2 \int_0^{1/2} \left( \frac{1}{2} - F_k^{-1}(y) \right) \,dy \\ &\geq \frac{4}{3} \int_0^{1/2} \left( \frac{1}{2} - F_{k-1}^{-1}(y) \right) \,dy = \frac{2}{3}\mu_{k-1} \end{align*} as desired. The minimum value of \mu is \boxed{\frac{1}{4} \left( \frac{2}{3} \right)^{98759}}.",numerical,,constant,,,3
